plc,Table,Tag,LogAddr,Address,comment,DataType,IO
P209000AE01-JC5,ET200SP Inputs,209000AK01E2FV1,%I11.0,11.0,Surge protection 230V AK01 OK,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AK03F9QC3FB,%I41.2,41.2,Feedback Contactor Brake 209210CS22 QC3,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I40.3,%I40.3,40.3,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210CWP12SH01,%I400.1,400.1,209210CWP12 Andon call Station 02,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210CWP16SH01,%I400.5,400.5,209210CWP16 Andon call Station 06,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AS01SH3,%I100.3,100.3,209000AS01 Set/Step,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AK04F9QC6FB,%I71.5,71.5,Feedback Contactor Brake 209220CR23 QC6,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I658.3,%I658.3,658.3,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AS01ST1,%I100.7,100.7,209000AS01 Temperature To High,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210AS11SH1,%I300.0,300.0,209210AS11 Selector Switch Auto/Manual 209210ZMS012,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I650.6,%I650.6,650.6,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AE01E3CE1Rdy,%I0.3,0.3,Buffer module AE01 Ready,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I658.7,%I658.7,658.7,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I802.1,%I802.1,802.1,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220AS11SX22_1,%I602.2,602.2,209220AS11 Start 209220ZMS013,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220AS11M1SH1,%I601.3,601.3,209220AS11 Pushbutton 220CR23 Roller on production speed,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220CWP22SH01,%I720.1,720.1,209220CWP22 Andon call Station 02,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220AS20SH2,%I750.0,750.0,209220AS20 Stop,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220AS10M1SH2,%I501.3,501.3,209220AS10 Pushbutton 220CR21 Roller to Reset direction High speed,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220CWP21SH01,%I720.0,720.0,209220CWP21 Andon call Station 01,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209230NCB01JW244,%I858.0,858.0,Feedback RFID reader next to 209230CR23,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I70.3,%I70.3,70.3,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I858.3,%I858.3,858.3,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I858.4,%I858.4,858.4,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I41.7,%I41.7,41.7,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I850.7,%I850.7,850.7,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I70.7,%I70.7,70.7,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I858.7,%I858.7,858.7,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210CR21M1SG8V,%I251.0,251.0,"209210CR21 Stop High speed forward ""SET""",Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AS01SH2,%I100.0,100.0,209000AS01 Stop,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210AS11SH122,%I302.3,302.3,209210AS11 Reset Sequence 209210ZMS013,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I658.1,%I658.1,658.1,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210AS11SH21,%I302.0,302.0,209210AS11 Selector Switch Auto/Manual 209210ZMS013,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210ASH01SX111_1,%I452.3,452.3,209210ASH01 Pushbutton handheld Reset Fault,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220NCB02JW243,%I658.0,658.0,Feedback RFID reader Outfeed roller,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210AS11M1SH2,%I301.4,301.4,209210AS11 Pushbutton 210CR23 Roller to Set direction High speed,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I302.7,%I302.7,302.7,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AE01E3CE1Activ,%I0.4,0.4,Buffer module AE01 Active,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I658.5,%I658.5,658.5,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210AS10M1SH2,%I201.3,201.3,209210AS10 Pushbutton 210CR21 Roller to Reset direction High speed,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I700.6,%I700.6,700.6,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210AS11SH121,%I302.4,302.4,209210AS11 Forced Manual 209210ZMS013,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220AS20SX1_1,%I750.2,750.2,209220AS20 Reset Alarm,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210ASH01SX104_1,%I451.4,451.4,209210ASH01 Pushbutton handheld Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AE01QC1,%I1.0,1.0,Cabinet door summary AE01-02 closed,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I201.7,%I201.7,201.7,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I750.6,%I750.6,750.6,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220AS10M14SH2,%I501.1,501.1,209220AS10 Pushbutton 220CHB21 Holdback Down,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220AS10M1SH5,%I501.6,501.6,209220AS10 Pushbutton 220CR21 Roller on production speed,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I720.6,%I720.6,720.6,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AK04E2FS1,%I70.0,70.0,Overload protection Brake 209220CR21,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I13.3,%I13.3,13.3,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I858.1,%I858.1,858.1,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209230AS10SH6,%I800.6,800.6,209230AS10 Lampentest,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AK01E1QM13,%I13.0,13.0,Overload protection MoviFit chain Mode Zone 220,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I13.2,%I13.2,13.2,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AK03F9QC6FB,%I41.5,41.5,Feedback Contactor Brake 209210CR23 QC6,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AK04E2SG1,%I13.7,13.7,Cabinet door AK04 Closed,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AK01E2SG1,%I13.4,13.4,Cabinet door AK01 Closed,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220AS11SH102,%I600.3,600.3,209220AS11 Reset Sequence 209220ZMS012,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AS02SH4,%I130.4,130.4,209000AS02 Reset/Homerun,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AS02ST1,%I130.7,130.7,209000AS02 Temperature To High,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210ASH01SX109_1,%I452.1,452.1,209210ASH01 Pushbutton handheld Set,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I452.6,%I452.6,452.6,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210AS10SH22,%I202.1,202.1,209210AS10 Stop 209210ZMS012,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210AS11SX22_1,%I302.2,302.2,209210AS11 Start 209210ZMS013,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I658.6,%I658.6,658.6,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210AS10M4SH2,%I202.6,202.6,209210AS10 Pushbutton 210CS22 Belt to Reset Direction,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220ASH01SX106_1,%I751.6,751.6,209220ASH01 Pushbutton handheld Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I750.7,%I750.7,750.7,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210CR21M1QH1,%I250.0,250.0,209210CR21 Maintenance switch motor,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AK01E2FS7,%I11.7,11.7,Overload protection Socket 209000AS02,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AK01E2FS4,%I11.4,11.4,Overload protection Socket + Light AE01-02,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I558.2,%I558.2,558.2,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I551.3,%I551.3,551.3,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AK01E1QM14,%I13.1,13.1,Overload protection MoviFit chain Mode Zone 230,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I558.6,%I558.6,558.6,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I551.7,%I551.7,551.7,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210AS10SX2_1,%I200.2,200.2,209210AS10 Start 209210ZMS011,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I804.6,%I804.6,804.6,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210AS10M1SH1,%I201.2,201.2,209210AS10 Pushbutton 210CR21 Roller to Set direction High speed,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AS02SH101,%I130.5,130.5,209000AS02 Forced Manual,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210AS10M1SH3,%I201.4,201.4,209210AS10 Pushbutton 210CR21 Roller to Set direction Low speed,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I550.2,%I550.2,550.2,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209230ZS01F9SG1_ADO,%I850.3,850.3,209230ZS01F9SG1 Lightbeam Polluted,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I358.2,%I358.2,358.2,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I550.6,%I550.6,550.6,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I258.7,%I258.7,258.7,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I358.6,%I358.6,358.6,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209230AS10SH1,%I800.0,800.0,209230AS10 Selector Switch Auto/Manual,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I650.4,%I650.4,650.4,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210ASH01SX101_1,%I451.1,451.1,209210ASH01 Pushbutton handheld Select CS22 BrakeDrive,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220CS22M4SG9,%I651.0,651.0,209220CS22 Stop Forward,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209230ASH01SX103_1,%I803.3,803.3,209230ASH01 Pushbutton handheld Select CR22,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220AS20SH22,%I750.3,750.3,209220AS20 Stop Productie,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209230ASH01SX113_1,%I804.5,804.5,209230ASH01 Pushbutton handheld Reset,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209230ASH01SX107_1,%I803.7,803.7,209230ASH01 Pushbutton handheld Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I41.6,%I41.6,41.6,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AK03EL1,%I40.7,40.7,Fault contact cooling unit AK03,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209230AS30SX1_1,%I850.1,850.1,209230AS30 Reset Alarm,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220ASH01SX100_1,%I751.0,751.0,209220ASH01 Pushbutton handheld Select CS22 Maindrive,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AK03F9QC4FB,%I41.3,41.3,Feedback Contactor Brake 209210CS22 QC4,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210CWP22SH01,%I420.1,420.1,209210CWP22 Andon call Station 02,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210AS20SH22,%I450.3,450.3,209210AS20 Stop Productie,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I650.3,%I650.3,650.3,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210CWP26SH01,%I420.5,420.5,209210CWP26 Andon call Station 06,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210AS20SH2,%I450.0,450.0,209210AS20 Stop,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I802.2,%I802.2,802.2,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AS02SH3,%I130.3,130.3,209000AS02 Set/Step,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210AS11SH101,%I300.4,300.4,209210AS11 Forced Manual 209210ZMS012,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220CS22M4SG41,%I651.2,651.2,209220CS22 Open door control Right,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220CWP14SH01,%I700.3,700.3,209220CWP14 Andon call Station 04,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210AS20SX22_1,%I450.4,450.4,209210AS20 Start Productie,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I802.6,%I802.6,802.6,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I802.5,%I802.5,802.5,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209230AS10M1SH2,%I801.7,801.7,209230AS10 Pushbutton 230CR22 Roller to Reset direction,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210AS11M4SH1,%I301.0,301.0,209210AS11 Pushbutton 210CS22 Belt to Set direction,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I602.6,%I602.6,602.6,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220CR23M1SG8V,%I651.6,651.6,"209220CR23 Stop High speed forward ""SET""",Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220AS11M1SH5,%I601.7,601.7,209220AS11 Pushbutton 220CR23 Roller to Reset direction Low speed,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I700.7,%I700.7,700.7,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209230ASH01SX101_1,%I803.1,803.1,209230ASH01 Pushbutton handheld Select CHB21,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I501.7,%I501.7,501.7,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AK03E2FS1,%I40.0,40.0,Overload protection Brake 209210CR21,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209230ASH01SX108_1,%I804.0,804.0,209230ASH01 Pushbutton handheld Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AK03E2FS3,%I40.2,40.2,Overload protection Brake 209210CR23,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220CWP25SH01,%I720.4,720.4,209220CWP25 Andon call Station 05,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AK03E2FS2,%I40.1,40.1,Overload protection Brake 209210CS22,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220AS11SH122,%I602.3,602.3,209220AS11 Reset Sequence 209220ZMS013,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220AS10SH122,%I502.3,502.3,209220AS10 Reset Sequence 209220ZMS012,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AK03E1QM133,%I40.5,40.5,Overload protection Brake Resistor 209210CR23,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210CWP14SH01,%I400.3,400.3,209210CWP14 Andon call Station 04,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I250.7,%I250.7,250.7,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210CWP11SH01,%I400.0,400.0,209210CWP11 Andon call Station 01,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AK04F9QC4FB,%I71.3,71.3,Feedback Contactor Brake 209220CS22 QC4,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210CS22M4SG1,%I251.4,251.4,209210CS22 Release Transfer In,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210CWP15SH01,%I400.4,400.4,209210CWP15 Andon call Station 05,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AS01SH4,%I100.4,100.4,209000AS01 Reset/Homerun,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I71.7,%I71.7,71.7,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210NCB01JW240,%I258.0,258.0,Feedback RFID reader Infeed roller,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I450.6,%I450.6,450.6,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220CR23M1SG9,%I651.7,651.7,"209220CR23 Stop forward ""SET""",Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AS02SH2,%I130.0,130.0,209000AS02 Stop,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210ASH01_Status,%I452.7,452.7,209210ASH01 Handheld connected,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I301.2,%I301.2,301.2,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220AS11M4SH1,%I601.0,601.0,209220AS11 Pushbutton 220CS22 Belt to Set direction,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209230AS10SH5,%I802.0,802.0,209230AS10 Pushbutton High speed,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I658.4,%I658.4,658.4,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220AS11M4SH2,%I601.1,601.1,209220AS11 Pushbutton 220CS22 Belt to Reset Direction,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I350.3,%I350.3,350.3,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210ASH01SX102_1,%I451.2,451.2,209210ASH01 Pushbutton handheld Select CS22 Main+BrakeDrive,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220CWP12SH01,%I700.1,700.1,209220CWP12 Andon call Station 02,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210CS22M4QH1,%I350.0,350.0,209210CS22 Maintenance switch main motor,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220AS10SH102,%I500.3,500.3,209220AS10 Reset Sequence 209220ZMS011,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220CWP11SH01,%I700.0,700.0,209220CWP11 Andon call Station 01,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220AS11M1SH3,%I601.5,601.5,209220AS11 Pushbutton 220CR23 Roller to Reset direction High speed,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I350.7,%I350.7,350.7,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AE02E2SG1,%I1.4,1.4,Cabinet door AE02 closed,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220CWP16SH01,%I700.5,700.5,209220CWP16 Andon call Station 06,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210AS41SX1_1,%I350.4,350.4,209210AS41 Reset Alarm,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220AS10M1SH4,%I501.5,501.5,209220AS10 Pushbutton 220CR21 Roller to Reset direction Low speed,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220AS10SX22_1,%I502.2,502.2,209220AS10 Start 209220ZMS012,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AK01E2FS1,%I11.1,11.1,Overload protection 230V AK01,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I850.4,%I850.4,850.4,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AK01SX1_1,%I10.0,10.0,209000AK01 Reset Alarm,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AK04E1QM140,%I70.4,70.4,Overload protection Brake Resistor 209220CR21,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I858.5,%I858.5,858.5,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220AS10M4SH2,%I502.6,502.6,209220AS10 Pushbutton 220CS22 Belt to Reset Direction,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I400.6,%I400.6,400.6,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AK04F9QC1FB,%I71.0,71.0,Feedback Contactor Brake 209220CR21 QC1,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I258.2,%I258.2,258.2,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210CWP23SH01,%I420.2,420.2,209210CWP23 Andon call Station 03,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AS02SX2_1,%I130.2,130.2,209000AS02 Start,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I302.5,%I302.5,302.5,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210AS11M1SH5,%I301.7,301.7,209210AS11 Pushbutton 210CR23 Roller to Reset direction Low speed,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220CR23M1SG2,%I651.5,651.5,209220CR23 Start High speed,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I130.6,%I130.6,130.6,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210ASH01SX110_1,%I452.2,452.2,209210ASH01 Pushbutton handheld - Speed,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I658.2,%I658.2,658.2,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210ASH01SX113_1,%I452.5,452.5,209210ASH01 Pushbutton handheld Reset,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220AS10SX2_1,%I500.2,500.2,209220AS10 Start 209210ZMS011,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I1.1,%I1.1,1.1,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I302.6,%I302.6,302.6,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220CWP13SH01,%I700.2,700.2,209220CWP13 Andon call Station 03,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210CR23M1QH1,%I350.1,350.1,209210CR23 Maintenance switch motor,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I1.6,%I1.6,1.6,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AE01E1QM1,%I0.0,0.0,Overload protection 24VDC AE01,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220AS10SH2,%I500.1,500.1,209220AS10 Stop 209220ZMS011,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220AS10SH6,%I500.6,500.6,209220AS10 Lampentest,Bool,Input
P209000AE01-JC5,ET200SP Outputs,209210CWP22PX01,%Q430.1,430.1,209210CWP22 Andon call lamp Station 02,Bool,Output
P209000AE01-JC5,ET200SP Outputs,209220ASH01SX109_2,%Q752.1,752.1,209220ASH01 Indication handheld Set,Bool,Output
P209000AE01-JC5,ET200SP Outputs,Q858.4,%Q858.4,858.4,Spare,Bool,Output
P209000AE01-JC5,ET200SP Outputs,Q850.5,%Q850.5,850.5,Spare,Bool,Output
P209000AE01-JC5,ET200SP Outputs,209220AS11PX22,%Q601.5,601.5,209220AS10 Indication Manual 209220ZMS013,Bool,Output
P209000AE01-JC5,ET200SP Outputs,209220AS11PX21,%Q601.4,601.4,209220AS10 Indication Automatic 209220ZMS013,Bool,Output
P209000AE01-JC5,ET200SP Outputs,209220ASH01SX113_2,%Q752.5,752.5,209220ASH01 Indication handheld Reset,Bool,Output
P209000AE01-JC5,ET200SP Outputs,209220AS11M1PX2,%Q602.1,602.1,209220AS11 Indication 220CR21 Skid present on roller,Bool,Output
P209000AE01-JC5,ET200SP Outputs,209210AS10PX23,%Q201.6,201.6,209210AS10 Indication Fault 209210ZMS012,Bool,Output
P209000AE01-JC5,ET200SP Outputs,209210ASH01SX113_2,%Q452.5,452.5,209210ASH01 Indication handheld Reset,Bool,Output
P209000AE01-JC5,ET200SP Outputs,209210AS10M14PX1,%Q202.2,202.2,209210AS10 Indication 210CHB21 Holdback Up,Bool,Output
P209000AE01-JC5,ET200SP Outputs,Q800.6,%Q800.6,800.6,Spare,Bool,Output
P209000AE01-JC5,ET200SP Outputs,209220AS10SX22_2,%Q500.2,500.2,209220AS10 Indication Start 209220ZMS012,Bool,Output
P209000AE01-JC5,ET200SP Outputs,209210AS11PX22,%Q301.5,301.5,209210AS10 Indication Manual 209210ZMS013,Bool,Output
P209000AE01-JC5,ET200SP Outputs,Q558.5,%Q558.5,558.5,Spare,Bool,Output
P209000AE01-JC5,ET200SP Outputs,209210AS11M1PX2,%Q302.1,302.1,209210AS11 Indication 210CR21 Skid present on roller,Bool,Output
P209000AE01-JC5,ET200SP Outputs,Q750.5,%Q750.5,750.5,Spare,Bool,Output
P209000AE01-JC5,ET200SP Outputs,209220AS11SX2_2,%Q600.1,600.1,209220AS11 Indication Start 209220ZMS012,Bool,Output
P209000AE01-JC5,ET200SP Outputs,Q450.5,%Q450.5,450.5,Spare,Bool,Output
P209000AE01-JC5,ET200SP Outputs,Q558.6,%Q558.6,558.6,Spare,Bool,Output
P209000AE01-JC5,ET200SP Outputs,Q0.6,%Q0.6,0.6,Spare,Bool,Output
P209000AE01-JC5,ET200SP Outputs,209220AS11PX4,%Q601.3,601.3,209220AS11 Indication Emergency Stop 209220ZMS012,Bool,Output
P209000AE01-JC5,ET200SP Outputs,209210AS10SX22_2,%Q200.2,200.2,209210AS10 Indication Start 209210ZMS012,Bool,Output
P209000AE01-JC5,ET200SP Outputs,209220ASH01SX106_2,%Q751.6,751.6,209220ASH01 Indication handheld Spare,Bool,Output
P209000AE01-JC5,ET200SP Outputs,209220AS11SX22_2,%Q600.2,600.2,209220AS11 Indication Start 209220ZMS013,Bool,Output
P209000AE01-JC5,ET200SP Outputs,Q1.1,%Q1.1,1.1,Spare,Bool,Output
P209000AE01-JC5,ET200SP Outputs,209220ASH01SX111_2,%Q752.3,752.3,209220ASH01 Indication handheld Reset Fault,Bool,Output
P209000AE01-JC5,ET200SP Outputs,Q1.2,%Q1.2,1.2,Spare,Bool,Output
P209000AE01-JC5,ET200SP Outputs,209220AS11PX3,%Q601.2,601.2,209220AS11 Indication Fault 209220ZMS012,Bool,Output
P209000AE01-JC5,ET200SP Outputs,209210AS10M4PX1,%Q202.4,202.4,209210AS10 Indication 210CS22,Bool,Output
P209000AE01-JC5,ET200SP Outputs,209210ASH01SX111_2,%Q452.3,452.3,209210ASH01 Indication handheld Reset Fault,Bool,Output
P209000AE01-JC5,ET200SP Outputs,Q1.5,%Q1.5,1.5,Spare,Bool,Output
P209000AE01-JC5,ET200SP Outputs,Q258.5,%Q258.5,258.5,Spare,Bool,Output
P209000AE01-JC5,ET200SP Outputs,209230ASH01SX101_2,%Q803.1,803.1,209230ASH01 Indication handheld Select CHB21,Bool,Output
P209000AE01-JC5,ET200SP Outputs,Q658.5,%Q658.5,658.5,Spare,Bool,Output
P209000AE01-JC5,ET200SP Outputs,Q658.2,%Q658.2,658.2,Spare,Bool,Output
P209000AE01-JC5,ET200SP Outputs,209220CWP16PX01,%Q710.5,710.5,209220CWP16 Andon call lamp Station 06,Bool,Output
P209000AE01-JC5,ET200SP Outputs,Q452.7,%Q452.7,452.7,Spare,Bool,Output
P209000AE01-JC5,ET200SP Outputs,Q300.7,%Q300.7,300.7,Spare,Bool,Output
